Group,pid,Name.1,Name.2,Name.3,Response,Key,Released,Response.1,Code,Time,(Trial Variable),Finger,Congruence,Repeated,Correct,double_response,questionnaire_1,questionnaire_2,questionnaire_3,questionnaire_4,questionnaire_5,questionnaire_6,questionnaire_7,questionnaire_8,questionnaire_9,questionnaire_10
Main Group,P25,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,411,,1,3,10,,0,56,83,79,36,44,44,82,53,92,37
Main Group,P25,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,392,,1,1,10,,0,56,83,79,36,44,44,82,53,92,37
Main Group,P25,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,500,,2,1,10,,0,56,83,79,36,44,44,82,53,92,37
Main Group,P25,AI_Block,"AI_Trial, 9","AI_Final_Stage (9, i4base.bmp)",index,v,Released,(based on code value),C,448,,1,0,10,,0,56,83,79,36,44,44,82,53,92,37
Main Group,P25,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,509,,2,4,10,,0,56,83,79,36,44,44,82,53,92,37
Main Group,P25,AI_Block,"AI_Trial, 7","AI_Blue (7, i5inc.bmp)",index,v,Released,(based on code value),C,634,,1,4,10,,0,56,83,79,36,44,44,82,53,92,37
Main Group,P25,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,416,,2,3,10,,0,56,83,79,36,44,44,82,53,92,37
Main Group,P25,AI_Block,"AI_Trial, 4","AI_Final_Stage (4, m4baseinc.bmp)",middle,b,Released,(based on code value),C,420,,2,2,10,,0,56,83,79,36,44,44,82,53,92,37
Main Group,P25,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",index,v,Released,(based on code value),C,463,,1,2,10,,0,56,83,79,36,44,44,82,53,92,37
Main Group,P25,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,414,,2,0,10,,0,56,83,79,36,44,44,82,53,92,37
Main Group,P31,AI_Block,"AI_Trial, 7","AI_Final_Stage (7, i4inc.bmp)",index,v,Released,(based on code value),C,450,,1,4,1,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,441,,2,0,1,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,529,,2,3,1,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 9","AI_Final_Stage (9, i4base.bmp)",index,v,Released,(based on code value),C,484,,1,0,1,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",index,v,Released,(based on code value),C,446,,1,2,1,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 8","AI_Blue (8, m5inc.bmp)",middle,b,Released,(based on code value),C,664,,2,4,1,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,368,,1,3,1,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 4","AI_Final_Stage (4, m4baseinc.bmp)",middle,b,Released,(based on code value),C,494,,2,2,1,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,432,,2,1,1,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,471,,1,1,1,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",index,v,Released,(based on code value),E,481,,2,3,2,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,459,,1,1,2,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 4","AI_Final_Stage (4, m4baseinc.bmp)",middle,b,Released,(based on code value),C,464,,2,2,2,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,558,,2,4,2,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,486,,2,1,2,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 9","AI_Final_Stage (9, i4base.bmp)",index,v,Released,(based on code value),C,438,,1,0,2,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 7","AI_Final_Stage (7, i4inc.bmp)",index,v,Released,(based on code value),C,569,,1,4,2,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,424,,1,3,2,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",index,v,Released,(based on code value),C,413,,1,2,2,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,493,,2,0,2,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",index,v,Released,(based on code value),C,398,,1,2,3,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,571,,1,1,3,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,498,,1,3,3,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,477,,2,3,3,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,466,,2,1,3,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,529,,2,0,3,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,466,,2,4,3,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 9","AI_Blue (9, i5base.bmp)",index,v,Released,(based on code value),C,609,,1,0,3,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 7","AI_Final_Stage (7, i4inc.bmp)",index,v,Released,(based on code value),C,520,,1,4,3,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 4","AI_Final_Stage (4, m4baseinc.bmp)",middle,b,Released,(based on code value),C,565,,2,2,3,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,456,,2,3,4,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,517,,2,4,4,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,511,,2,1,4,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 4","AI_Final_Stage (4, m4baseinc.bmp)",middle,b,Released,(based on code value),C,518,,2,2,4,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,542,,1,3,4,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 9","AI_Final_Stage (9, i4base.bmp)",index,v,Released,(based on code value),C,477,,1,0,4,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",index,v,Released,(based on code value),C,492,,1,2,4,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,475,,1,1,4,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,558,,2,0,4,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 7","AI_Blue (7, i5inc.bmp)",index,v,Released,(based on code value),C,579,,1,4,4,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",index,v,Released,(based on code value),C,421,,1,2,5,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,450,,1,3,5,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,451,,1,1,5,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,542,,2,3,5,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 8","AI_Blue (8, m5inc.bmp)",middle,b,Released,(based on code value),C,598,,2,4,5,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 4","AI_Final_Stage (4, m4baseinc.bmp)",middle,b,Released,(based on code value),C,490,,2,2,5,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 9","AI_Blue (9, i5base.bmp)",index,v,Released,(based on code value),C,571,,1,0,5,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 10","AI_Blue (10, m5base.bmp)",middle,b,Released,(based on code value),C,641,,2,0,5,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 7","AI_Final_Stage (7, i4inc.bmp)",index,v,Released,(based on code value),C,420,,1,4,5,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,369,,2,1,5,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,534,,2,0,6,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 8","AI_Blue (8, m5inc.bmp)",middle,b,Released,(based on code value),C,600,,2,4,6,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,539,,1,3,6,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 4","AI_Final_Stage (4, m4baseinc.bmp)",middle,b,Released,(based on code value),C,534,,2,2,6,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 9","AI_Final_Stage (9, i4base.bmp)",index,v,Released,(based on code value),C,444,,1,0,6,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",index,v,Released,(based on code value),C,478,,1,2,6,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,443,,1,1,6,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,470,,2,1,6,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 7","AI_Final_Stage (7, i4inc.bmp)",index,v,Released,(based on code value),C,437,,1,4,6,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,501,,2,3,6,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 4","AI_Final_Stage (4, m4baseinc.bmp)",middle,b,Released,(based on code value),C,549,,2,2,7,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 9","AI_Blue (9, i5base.bmp)",index,v,Released,(based on code value),C,583,,1,0,7,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 2","AI_Blue (2, m5basecon.bmp)",middle,b,Released,(based on code value),C,608,,2,1,7,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",index,v,Released,(based on code value),C,446,,1,2,7,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 7","AI_Final_Stage (7, i4inc.bmp)",index,v,Released,(based on code value),C,449,,1,4,7,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 10","AI_Blue (10, m5base.bmp)",middle,b,Released,(based on code value),C,579,,2,0,7,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,562,,2,4,7,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,422,,1,1,7,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,456,,2,3,7,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,401,,1,3,7,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 7","AI_Final_Stage (7, i4inc.bmp)",index,v,Released,(based on code value),C,550,,1,4,8,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 9","AI_Final_Stage (9, i4base.bmp)",index,v,Released,(based on code value),C,445,,1,0,8,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,468,,1,1,8,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,507,,2,0,8,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,428,,2,3,8,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,471,,2,1,8,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",index,v,Released,(based on code value),C,469,,1,2,8,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,557,,1,3,8,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 4","AI_Blue (4, m5baseinc.bmp)",middle,b,Released,(based on code value),C,578,,2,2,8,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,458,,2,4,8,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,550,,1,3,9,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",index,v,Released,(based on code value),C,516,,1,2,9,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,443,,2,1,9,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,466,,2,3,9,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 4","AI_Final_Stage (4, m4baseinc.bmp)",middle,b,Released,(based on code value),C,473,,2,2,9,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 9","AI_Final_Stage (9, i4base.bmp)",index,v,Released,(based on code value),C,536,,1,0,9,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 7","AI_Final_Stage (7, i4inc.bmp)",index,v,Released,(based on code value),C,457,,1,4,9,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,344,,2,0,9,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,475,,1,1,9,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,493,,2,0,10,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 7","AI_Final_Stage (7, i4inc.bmp)",index,v,Released,(based on code value),C,379,,1,4,10,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,460,,1,3,10,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,472,,2,1,10,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 4","AI_Blue (4, m5baseinc.bmp)",middle,b,Released,(based on code value),C,619,,2,2,10,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,427,,2,4,10,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,418,,2,3,10,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,466,,1,1,10,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",index,v,Released,(based on code value),C,458,,1,2,10,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P31,AI_Block,"AI_Trial, 9","AI_Final_Stage (9, i4base.bmp)",index,v,Released,(based on code value),C,474,,1,0,10,,0,58,18,88,14,80,78,26,8,43,97
Main Group,P30,AI_Block,"AI_Trial, 4","AI_Final_Stage (4, m4baseinc.bmp)",middle,b,Released,(based on code value),C,563,,2,2,1,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,336,,2,1,1,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,393,,2,0,1,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,311,,2,3,1,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,360,,2,4,1,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,524,,1,1,1,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,364,,1,3,1,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 9","AI_Blue (9, i5base.bmp)",index,v,Released,(based on code value),C,597,,1,0,1,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",index,v,Released,(based on code value),C,368,,1,2,1,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 7","AI_Final_Stage (7, i4inc.bmp)",index,v,Released,(based on code value),C,479,,1,4,1,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,523,,2,1,2,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 7","AI_Final_Stage (7, i4inc.bmp)",index,v,Released,(based on code value),C,509,,1,4,2,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,548,,2,4,2,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,492,,1,3,2,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,486,,2,0,2,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 9","AI_Final_Stage (9, i4base.bmp)",index,v,Released,(based on code value),C,404,,1,0,2,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,457,,1,1,2,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 4","AI_Blue (4, m5baseinc.bmp)",middle,b,Released,(based on code value),C,582,,2,2,2,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 3","AI_Blue (3, i5baseinc.bmp)",middle,b,Released,(based on code value),E,583,,1,2,2,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 6","AI_Blue (6, m5con.bmp)",middle,b,Released,(based on code value),C,616,,2,3,2,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 4","AI_Final_Stage (4, m4baseinc.bmp)",middle,b,Released,(based on code value),C,533,,2,2,3,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,305,,1,3,3,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 7","AI_Blue (7, i5inc.bmp)",index,v,Released,(based on code value),C,582,,1,4,3,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 8","AI_Blue (8, m5inc.bmp)",middle,b,Released,(based on code value),C,621,,2,4,3,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,452,,1,1,3,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,442,,2,3,3,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 9","AI_Blue (9, i5base.bmp)",index,v,Released,(based on code value),C,626,,1,0,3,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,444,,2,1,3,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",index,v,Released,(based on code value),C,439,,1,2,3,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,495,,2,0,3,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 9","AI_Final_Stage (9, i4base.bmp)",index,v,Released,(based on code value),C,501,,1,0,4,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,485,,2,3,4,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 7","AI_Final_Stage (7, i4inc.bmp)",index,v,Released,(based on code value),C,452,,1,4,4,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,473,,1,1,4,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 10","AI_Blue (10, m5base.bmp)",middle,b,Released,(based on code value),C,576,,2,0,4,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",index,v,Released,(based on code value),C,401,,1,2,4,,0,70,94,84,55,57,12,14,70,67,65
Main Group,P30,AI_Block,"AI_Trial, 2","AI_Blue (2, m5basecon.bmp)",middle,b,Released,(based on code value),C,597,,2,1,4,,0,70,94,84,55,57,12,14,70,67,65
